Danh mục,Tên sản phẩm,Giá,Link
Heatsink,Tản nhiệt Cooler Master MASTERAIR MA824 STEALTH,2950000,https://gearvn.com/products/tan-nhiet-cooler-master-masterair-ma824-stealth
Heatsink,Tản nhiệt DEEPCOOL AK620 ZERO DARK,1890000,https://gearvn.com/products/thiet-bi-tan-nhiet-deepcool-ak620-zero-dark
Heatsink,Bộ 3 quạt Corsair iCUE LINK QX120 RGB kèm iCUE LINK Hub White (CO-9051006-WW),3790000,https://gearvn.com/products/fan-corsair-icue-link-qx120-rgb-triple-pack-white
Heatsink,Bộ 3 quạt Corsair iCUE LINK QX120 RGB kèm iCUE LINK Hub (CO-9051002-WW),3790000,https://gearvn.com/products/fan-corsair-icue-link-qx120-rgb-triple-pack
Heatsink,Tản nhiệt AIO Corsair iCUE LINK H150i RGB Black (CW-9061003-WW),6250000,https://gearvn.com/products/tan-nhiet-nuoc-corsair-icue-link-h150i-black-cw-9061003-ww
Heatsink,Tản nhiệt AIO Cooler Master MASTERLIQUID 360L CORE WHITE ARGB,2390000,https://gearvn.com/products/tan-nhiet-cooler-master-masterliquid-360l-core-white-argb
Heatsink,Bộ 3 quạt Corsair AR120 Digital RGB 120mm White,1190000,https://gearvn.com/products/quat-may-tinh-corsair-ar120-digital-rgb-120mm-white-triple-pack
Heatsink,Bộ 3 quạt Corsair AR120 Digital RGB 120mm Black,1190000,https://gearvn.com/products/quat-may-tinh-corsair-ar120-digital-rgb-120mm-black-triple-pack
Heatsink,Bộ 3 quạt Cooler Master SICKLEFLOW 120 ARGB,690000,https://gearvn.com/products/quat-may-tinh-cooler-master-sickleflow-120-argb-3in1
Heatsink,Tản nhiệt AIO Corsair H150i ELITE CAPELLIX XT WHITE(CW-9060073-WW),5390000,https://gearvn.com/products/tan-nhiet-nuoc-corsair-h150i-elite-capellix-xt-white-cw-9060073-ww
Heatsink,Tản nhiệt DEEPCOOL AK400 DIGITAL ARGB,990000,https://gearvn.com/products/thiet-bi-tan-nhiet-deepcool-ak400-digital-argb
Heatsink,Tản nhiệt Cooler Master HYPER 620S,790000,https://gearvn.com/products/tan-nhiet-cooler-master-hyper-620s
Heatsink,Tản nhiệt AIO Corsair H150i ELITE CAPELLIX LCD XT Black (CW-9060075-WW),7790000,https://gearvn.com/products/tan-nhiet-nuoc-corsair-h150i-elite-capellix-lcd-xt-cw-9060075-ww
Heatsink,Tản nhiệt AIO Cooler Master MASTERLIQUID 360L CORE ARGB,2290000,https://gearvn.com/products/tan-nhiet-cooler-master-masterliquid-360l-core-argb
Heatsink,Tản nhiệt AIO Cooler Master MASTERLIQUID 240L CORE ARGB,1590000,https://gearvn.com/products/tan-nhiet-cooler-master-masterliquid-ml240l-core-argb
Heatsink,Tản nhiệt ARCTIC Freezer 34 eSports DUO White,1190000,https://gearvn.com/products/tan-nhiet-arctic-freezer-34-esports-duo-white
Heatsink,Tản nhiệt AIO Deepcool LT520 Black,2390000,https://gearvn.com/products/tan-nuoc-aio-deepcool-lt520-black
Heatsink,Tản nhiệt AIO Deepcool LT520 White,2490000,https://gearvn.com/products/tan-nuoc-aio-deepcool-lt520-white
Heatsink,Tản nhiệt AIO Deepcool LT720 White,3190000,https://gearvn.com/products/tan-nuoc-aio-deepcool-lt720-white
Heatsink,Tản nhiệt AIO ARCTIC Liquid Freezer II 360 A-RGB,4290000,https://gearvn.com/products/tan-nhiet-nuoc-arctic-liquid-freezer-ii-360-a-rgb
Heatsink,Tản nhiệt ARCTIC Freezer 34 eSports DUO Grey/ White,1190000,https://gearvn.com/products/tan-nhiet-arctic-freezer-34-esports-duo-grey-white
Heatsink,Tản nhiệt ARCTIC Freezer 34 eSports DUO Grey,1190000,https://gearvn.com/products/tan-nhiet-arctic-freezer-34-esports-duo-grey
Heatsink,Tản nhiệt AIO Corsair H150i ELITE CAPELLIX XT BLACK (CW-9060070-WW),5290000,https://gearvn.com/products/tan-nhiet-nuoc-corsair-h150i-elite-capellix-xt
Heatsink,Tản nhiệt AIO Corsair H100i ELITE CAPELLIX XT WHITE (CW-9060072-WW),4150000,https://gearvn.com/products/tan-nhiet-nuoc-corsair-h100i-elite-capellix-xt-white
Heatsink,Tản nhiệt AIO Corsair H100i ELITE CAPELLIX XT BLACK (CW-9060068-WW),4150000,https://gearvn.com/products/tan-nhiet-nuoc-corsair-h100i-elite-capellix-xt
Heatsink,Tản nhiệt AIO Corsair H55 RGB (CW-9060052-WW),1990000,https://gearvn.com/products/tan-nhiet-nuoc-corsair-h55-rgb
Heatsink,Tản nhiệt AIO Deepcool LT720,2990000,https://gearvn.com/products/tan-nuoc-aio-deepcool-lt720
Heatsink,Tản nước AIO Deepcool Castle 360EX ARGB White,2390000,https://gearvn.com/products/tan-nhiet-aio-deepcool-castle-360ex-argb-white
Heatsink,Tản nhiệt DEEPCOOL AG400 ARGB White,790000,https://gearvn.com/products/tan-nhiet-deepcool-ag400-argb-white
Heatsink,Dây cáp nguồn Cooler Master Extension Cable WTBK GL (PVC),99000,https://gearvn.com/products/day-cap-nguon-cooler-master-extension-cable-wtbk-gl
Heatsink,Phụ kiện dây led Cooler Master Addressable RGB LED STRIP,390000,https://gearvn.com/products/phu-kien-cooler-master-addressable-rgb-led-strip
Heatsink,Tản nhiệt DEEPCOOL AG400 ARGB,390000,https://gearvn.com/products/tan-nhiet-deepcool-ag400-argb
Heatsink,Tản nhiệt Noctua NH-D12L,2890000,https://gearvn.com/products/tan-nhiet-noctua-nh-d12l
Heatsink,Tản nhiệt Noctua NH-U12S REDUX,1290000,https://gearvn.com/products/tan-nhiet-noctua-nh-u12s-redux
Heatsink,Tản nhiệt DEEPCOOL AK620 WHITE,1890000,https://gearvn.com/products/tan-nhiet-deepcool-ak620-white-ho-tro-socket-1700
Heatsink,Tản nhiệt DEEPCOOL AK620,1890000,https://gearvn.com/products/tan-nhiet-deepcool-ak620-ho-tro-socket-1700
Heatsink,Tản nhiệt AIO Cooler Master MASTERLIQUID PL240 FLUX,3990000,https://gearvn.com/products/tan-nhiet-cooler-master-masterliquid-pl240-flux
Heatsink,Tản nhiệt AIO Cooler Master MASTERLIQUID PL360 FLUX,4690000,https://gearvn.com/products/tan-nhiet-cooler-master-masterliquid-pl360-flux
Heatsink,Tản nhiệt AIO Corsair H150i ELITE CAPELLIX LCD (CW-9060062-WW),7990000,https://gearvn.com/products/tan-nhiet-nuoc-corsair-h150i-elite-capellix-lcd-ho-tro-socket-1700
Heatsink,Tản nhiệt AIO Corsair H100i ELITE CAPELLIX LCD (CW-9060061-WW),6490000,https://gearvn.com/products/tan-nhiet-nuoc-corsair-h100i-elite-capellix-lcd-ho-tro-socket-1700
Heatsink,Tản nhiệt ID COOLING SE-207 XT Black,1090000,https://gearvn.com/products/tan-nhiet-id-cooling-se-207-xt-black
Heatsink,Tản nhiệt Cooler Master Hyper 212 ARGB TURBO,1090000,https://gearvn.com/products/tan-nhiet-cooler-master-hyper-212-argb-turbo
Heatsink,Bộ 2 quạt Corsair iCUE SP140 RGB Elite kèm Lighting Node CORE,1490000,https://gearvn.com/products/fan-corsair-icue-sp140-rgb-elite-140mm-dual-fan-kit-with-lighting-node-core
Heatsink,Bộ 3 quạt Corsair iCUE SP120 RGB Elite kèm Lighting Node CORE,1750000,https://gearvn.com/products/fan-corsair-sp120-rgb-elite-120mm-triple-pack-with-lighting-node-core
Heatsink,Tản nhiệt AIO Corsair H170i ELITE CAPELLIX (CW-9060055-WW),5490000,https://gearvn.com/products/tan-nhiet-nuoc-corsair-h170i-elite-capellix
Heatsink,Tản nhiệt AIO GIGABYTE AORUS WATERFORCE X 360,7490000,https://gearvn.com/products/tan-nhiet-nuoc-gigabyte-aorus-waterforce-x-360
Heatsink,Tản nhiệt AIO GIGABYTE AORUS WATERFORCE X 240,5990000,https://gearvn.com/products/tan-nhiet-nuoc-gigabyte-aorus-waterforce-x-240
Heatsink,Tản nhiệt AIO Cooler Master MASTERLIQUID ML360 ILLUSION,3290000,https://gearvn.com/products/tan-nhiet-cooler-master-masterliquid-ml360-illusion
Heatsink,Tản nhiệt AIO Cooler Master MASTERLIQUID ML240 ILLUSION,1990000,https://gearvn.com/products/tan-nhiet-cooler-master-masterliquid-ml240-illusion
Heatsink,NZXT Internal USB Hub - Gen 3 (AC-IUSBH-M3),590000,https://gearvn.com/products/nzxt-internal-usb-hub-gen-3
Heatsink,Tản nhiệt Cooler Master MASTERAIR MA624 STEALTH,2590000,https://gearvn.com/products/tan-nhiet-cooler-master-masterair-ma624-stealth
Heatsink,Quạt tản nhiệt Cooler Master MF120 Prismatic 3in1,1290000,https://gearvn.com/products/fan-cooler-master-masterfan-mf120-prismatic-3-in-1
Heatsink,Tản nhiệt Cooler Master MASTERAIR MA612 STEALTH,1790000,https://gearvn.com/products/tan-khi-cooler-master-masterair-ma612-stealth
Heatsink,Tản nhiệt Cooler Master MASTERAIR MA612 STEALTH ARGB,2090000,https://gearvn.com/products/tan-khi-cooler-master-masterair-ma612-stealth-argb
Heatsink,Tản nhiệt nước Corsair H115i ELITE CAPELLIX,4450000,https://gearvn.com/products/tan-nhiet-nuoc-corsair-h115i-elite-capellix
Heatsink,Thiết bị tản nhiệt NZXT Kraken X63 RGB (RL-KRX63-R1),4990000,https://gearvn.com/products/tan-nhiet-nuoc-nzxt-aio-kraken-x63-rgb
Heatsink,Bộ 3 quạt Cooler Master SICKLEFLOW 120 ARGB WHITE EDITION,690000,https://gearvn.com/products/fan-cooler-master-sickleflow-120-argb-white-edition-3-in-1
Heatsink,Tản nhiệt Noctua NH-U12S Chromax Black,2390000,https://gearvn.com/products/tan-nhiet-khi-noctua-nh-u12s-chromax-black
Heatsink,Tản nhiệt Noctua NH-D15 Chromax Black,3090000,https://gearvn.com/products/tan-nhiet-khi-noctua-nh-d15-chromax-black
Heatsink,Tản nhiệt Noctua NH-U14S TR4 SP3,2690000,https://gearvn.com/products/tan-khi-noctua-nh-u14s-tr4-sp3
Heatsink,Tản nhiệt Noctua NH-D15S,2890000,https://gearvn.com/products/tan-khi-noctua-nh-d15s
Heatsink,Tản nhiệt Noctua NH-U14S,2390000,https://gearvn.com/products/tan-khi-noctua-nh-u14s
Heatsink,Tản nhiệt Noctua NH-U12S,1990000,https://gearvn.com/products/tan-khi-noctua-nh-u12s
Heatsink,Tản nhiệt Noctua NH-L9x65,1650000,https://gearvn.com/products/tan-khi-noctua-nh-l9x65
Heatsink,Tản nhiệt Noctua NH-U12A,3190000,https://gearvn.com/products/tan-khi-noctua-nh-u12a
Heatsink,Tản nhiệt Noctua NH-D15,2990000,https://gearvn.com/products/tan-khi-noctua-nh-d15
Heatsink,Phụ Kiện MSI Phanteks RGB LED Strip,300000,https://gearvn.com/products/msi-phanteks-rgb-led-strip
SSD,Samsung 9100 PRO NVMe M.2 1TB Gen5,5990000,https://gearvn.com/products/o-cung-ssd-samsung-9100-pro-nvme-m-2-1tb-gen5
SSD,SSTC Megamouth 256GB Sata3,590000,https://gearvn.com/products/o-cung-ssd-sstc-megamouth-256gb-sata3
SSD,SSTC Oceanic Whitetip MAX III 512GB M.2 NVME GEN3,1090000,https://gearvn.com/products/o-cung-ssd-sstc-oceanic-whitetip-max-iii-512gb-m2-gen3
SSD,WD Blue SN5000 2TB M.2 NVMe PCIe Gen4 (WDS200T4B0E),5290000,https://gearvn.com/products/o-cung-ssd-wd-blue-sn5000-2tb-m-2-nvme-pcie-gen4-wds200t4b0e
SSD,WD Blue SN5000 500GB M.2 NVMe PCIe Gen4 (WDS500G4B0E),1490000,https://gearvn.com/products/o-cung-ssd-wd-blue-sn5000-500gb-m-2-nvme-pcie-gen4-wds500g4b0e
SSD,WD Blue SN5000 1TB M.2 NVMe PCIe Gen4 (WDS100T4B0E),2290000,https://gearvn.com/products/o-cung-ssd-wd-blue-sn5000-1tb-m-2-nvme-pcie-gen4-wds100t4b0e
SSD,Kingston NV3 2TB M.2 PCIe NVMe Gen4,3990000,https://gearvn.com/products/o-cung-ssd-kingston-nv3-2tb-m-2-pcie-nvme-gen4
SSD,Kingston NV3 1TB M.2 PCIe NVMe Gen4,1890000,https://gearvn.com/products/o-cung-ssd-kingston-nv3-1tb-m-2-pcie-nvme-gen4
SSD,Kingston NV3 500GB M.2 PCIe NVMe Gen4,1190000,https://gearvn.com/products/o-cung-ssd-kingston-nv3-500gb-m-2-pcie-nvme-gen4
SSD,Samsung 990 PRO 4TB M.2 PCIe Gen4 NVMe (MZ-V9P4T0BW),10990000,https://gearvn.com/products/o-cung-ssd-samsung-990-pro-4tb-m2-pcie-gen4-nvme
SSD,Ổ cứng Addlink S68 M.2 2280 NVMe Gen 3 256GB,690000,https://gearvn.com/products/o-cung-addlink-s68-m2-2280-nvme-gen3-256gb
SSD,GIGABYTE AORUS Gen4 5000E SSD 500GB (AG450E500G-G),1690000,https://gearvn.com/products/o-cung-ssd-gigabyte-aorus-gen4-5000e-ssd-500gb
SSD,Verbatim Vi3000 256GB PCIe NVMe Gen 3,690000,https://gearvn.com/products/o-cung-ssd-verbatim-vi3000-256gb-pcie-nvme-gen-3
SSD,Verbatim Vi550 256GB Sata3,590000,https://gearvn.com/products/o-cung-ssd-verbatim-vi550-256gb-sata3
SSD,Corsair MP600 CORE XT 1TB PCIe 4.0 Gen4 (CSSD-F1000GBMP600CXT),2990000,https://gearvn.com/products/o-cung-ssd-corsair-mp600-core-xt-1tb-pcie-4-0-gen4
SSD,PNY CS900 256GB Sata3,590000,https://gearvn.com/products/o-cung-ssd-pny-cs900-256gb-sata3
SSD,WD Blue SN580 250GB M.2 NVMe PCIe Gen 4 (WDS250G3B0E),890000,https://gearvn.com/products/o-cung-ssd-wd-blue-sn580-250gb-m-2-nvme-pcie-gen-4
SSD,WD Blue SN580 1TB M.2 NVMe PCIe Gen4 (WDS100T3B0E),1890000,https://gearvn.com/products/o-cung-ssd-wd-blue-sn580-1tb-m-2-nvme-pcie-gen4
SSD,WD Blue SN580 500GB M.2 NVMe PCIe Gen 4 (WDS500G3B0E),1290000,https://gearvn.com/products/o-cung-ssd-wd-blue-sn580-500gb-m-2-nvme-pcie-gen-4
SSD,Corsair MP600 CORE XT 2TB PCIe 4.0 Gen4 (CSSD-F2000GBMP600CXT),4990000,https://gearvn.com/products/o-cung-ssd-corsair-mp600-core-xt-2tb-pcie-4-0-gen4
SSD,MSI Spatium S270 960GB SATA3,1190000,https://gearvn.com/products/o-cung-ssd-msi-spatium-s270-960gb-sata3
SSD,MSI SPATIUM M480 PRO PCIe 4.0 NVMe M.2 1TB,2990000,https://gearvn.com/products/o-cung-ssd-msi-spatium-m480-pro-pcie-4-0-nvme-m-2-1tb
SSD,MSI Spatium M450 500GB M.2 PCIe NVMe Gen 4.0,1190000,https://gearvn.com/products/o-cung-ssd-msi-spatium-m450-500gb-m-2-pcie-nvme-gen-4-0
SSD,WD Black SN850x 2TB M.2 PCIe NVMe Gen 4.0,4990000,https://gearvn.com/products/o-cung-ssd-wd-black-sn850x-2tb-m-2-pcie-nvme-gen-4-0
SSD,WD Black SN850x 1TB M.2 PCIe NVMe Gen 4.0,3590000,https://gearvn.com/products/o-cung-ssd-wd-black-sn850x-1tb-m-2-pcie-nvme-gen-4-0
SSD,PNY CS900 120GB Sata3,490000,https://gearvn.com/products/pny-ssd-cs900-120g-2-5-sata-3
SSD,TeamGroup CX2 2.5 inch SATA III 256GB,590000,https://gearvn.com/products/ssd-teamgroup-cx2-256gb-2-5-sata-3
SSD,KLEVV CRAS C710 256GB Gen3 (K256GM2SP0-C71),490000,https://gearvn.com/products/ssd-klevv-cras-c710-256gb-gen3-k256gm2sp0-c71
SSD,PNY CS900 240GB Sata3,590000,https://gearvn.com/products/pny-ssd-cs900-240g-2-5-sata-3
SSD,Ổ cứng PNY SSD CS1031 M.2 2280 NVMe 256GB,690000,https://gearvn.com/products/ssd-pny-cs1031-m-2-2280-256gb-gen-3x4
SSD,PNY CS900 250GB Sata3,590000,https://gearvn.com/products/ssd-pny-cs900-250gb-2-5-sata-3
SSD,Gigabyte M.2 PCIe 256GB (GP-GSM2NE3256GNTD),790000,https://gearvn.com/products/ssd-gigabyte-nvme-256gb
SSD,Kingston A400 M.2 Sata3 240Gb,390000,https://gearvn.com/products/ssd-kingston-a400-240gb-m-2-sata-3
SSD,Kingston NV2 250GB M.2 PCIe NVMe Gen4,990000,https://gearvn.com/products/ssd-kingston-nv2-250gb-m-2-pcie-nvme-gen4
SSD,Gigabyte SSD AORUS RGB M.2 NVMe 512GB,1190000,https://gearvn.com/products/gigabyte-ssd-aorus-rgb-m-2-nvme-512gb
SSD,Kingston NV2 500GB M.2 PCIe NVMe Gen4,1290000,https://gearvn.com/products/ssd-kingston-nv2-500gb-m-2-pcie-nvme-gen4
SSD,SamSung 980 250GB M.2 PCIe NVMe,1290000,https://gearvn.com/products/ssd-samsung-980-m-2-pcie-nvme-250gb
SSD,Kingston KC2500 250GB PCIe Gen 3.0,1290000,https://gearvn.com/products/o-cung-ssd-kingston-kc2500-250gb-pcie-gen-3-0
SSD,WD Black SN770 250G M.2 NVMe PCIe Gen4,1490000,https://gearvn.com/products/ssd-wd-black-sn770-250g-m-2-nvme-pcie-gen4
SSD,SamSung 980 500GB M.2 PCIe NVMe,1590000,https://gearvn.com/products/ssd-samsung-980-m-2-pcie-nvme-500gb
SSD,WD Black SN770 500G M.2 NVMe PCIe Gen4,1390000,https://gearvn.com/products/ssd-wd-black-sn770-500g-m-2-nvme-pcie-gen4
SSD,Samsung 870 EVO 500G Sata3,1590000,https://gearvn.com/products/ssd-samsung-870-evo-500gb-2-5-sata-iii
SSD,Samsung 970 Evo Plus 250Gb PCIe NVMe M.2,1590000,https://gearvn.com/products/ssd-samsung-970-evo-plus-250gb-m-2-nvme
SSD,Kingston KC2500 500GB PCIe Gen 3.0,1890000,https://gearvn.com/products/o-cung-ssd-kingston-kc2500-500gb-pcie-gen-3-0
SSD,SamSung 980 Pro 250GB M.2 NVMe,1890000,https://gearvn.com/products/ssd-samsung-980-pro-250gb-m-2-nvme-mz-v8p250bw
SSD,Kingston NV2 1TB M.2 PCIe NVMe Gen4,1690000,https://gearvn.com/products/ssd-kingston-nv2-1tb-m-2-pcie-nvme-gen4
SSD,Samsung 970 Evo Plus 500Gb PCIe NVMe M.2,2190000,https://gearvn.com/products/ssd-samsung-970-evo-plus-500g-m-2-nvme-500gb
SSD,SamSung 980 1TB M.2 PCIe NVMe,2690000,https://gearvn.com/products/ssd-samsung-980-m-2-pcie-nvme-1tb
SSD,WD Black SN770 1TB M.2 NVMe PCIe Gen4,2190000,https://gearvn.com/products/ssd-wd-black-sn770-1tb-m-2-nvme-pcie-gen4
SSD,SamSung 980 Pro 500GB M.2 NVMe,1990000,https://gearvn.com/products/ssd-samsung-980-pro-500gb-m-2-nvme-mz-v8p500bw
SSD,Samsung 870 EVO 1TB Sata3,2690000,https://gearvn.com/products/ssd-samsung-870-evo-1tb-2-5-sata-iii
SSD,Kingston KC3000 512GB M.2 PCIe gen 4 NVMe (SKC3000S/512G),1690000,https://gearvn.com/products/ssd-kingston-kc3000-512gb-m-2-pcie-gen-4-nvme
SSD,MSI Spatium M450 1TB M.2 PCIe NVMe Gen 4.0 V1,1990000,https://gearvn.com/products/ssd-msi-spatium-m450-1tb-m-2-pcie-nvme-gen4
SSD,SSD GIGABYTE AORUS 500GB M.2 PCIe NVMe gen 4 (Bản không heatsink),3690000,https://gearvn.com/products/ssd-gigabyte-aorus-500gb-m-2-pcie-nvme-gen-4-ban-khong-heatsink
SSD,SamSung 980 Pro 1TB M.2 NVMe,3590000,https://gearvn.com/products/ssd-samsung-980-pro-1tb-m-2-nvme-mz-v8p1t0bw
SSD,Kingston NV2 2TB M.2 PCIe NVMe Gen4,3490000,https://gearvn.com/products/ssd-kingston-nv2-2tb-m-2-pcie-nvme-gen4
SSD,Kingston KC3000 1TB M.2 PCIe gen 4 NVMe (SKC3000S/1024G),2690000,https://gearvn.com/products/ssd-kingston-kc3000-1tb-m-2-pcie-gen-4-nvme
SSD,MSI SPATIUM M480 PCIe 4.0 NVMe M.2 1TB PLAY,4190000,https://gearvn.com/products/ssd-msi-spatium-m480-1tb-m-2-pcie-nvme-gen4-play
SSD,SSD GIGABYTE AORUS 1TB M.2 PCIe NVMe gen 4 (Bản không heatsink),4890000,https://gearvn.com/products/ssd-gigabyte-aorus-1tb-m-2-pcie-nvme-gen-4-ban-khong-heatsink
SSD,Samsung 870 EVO 2TB Sata3,5990000,https://gearvn.com/products/ssd-samsung-870-evo-2tb-2-5-sata-iii
SSD,Samsung 980 PRO 2TB M.2 PCIe Gen4 NVMe (MZ-V8P2T0BW),5990000,https://gearvn.com/products/ssd-samsung-980-pro-2tb-m-2-pcie-gen-4-nvme-mz-v8p2t0bw
SSD,Kingston KC3000 2TB M.2 PCIe gen 4 NVMe (SKC3000D/2048G),4690000,https://gearvn.com/products/ssd-kingston-kc3000-2tb-m-2-pcie-gen-4-nvme
SSD,Samsung 990 PRO 2TB M.2 PCIe Gen4 NVMe (MZ-V9P2T0BW),6490000,https://gearvn.com/products/ssd-samsung-990-pro-2tb-m-2-pcie-gen-4-nvme-mz-v9p2t0bw
SSD,Samsung 980 PRO 2TB M.2 Heatsink PCIe Gen4 NVMe,9990000,https://gearvn.com/products/ssd-samsung-980-pro-2tb-m-2-heatsink-pcie-gen-4-nvme
SSD,Samsung 870 QVO 4TB,10990000,https://gearvn.com/products/ssd-samsung-860-qvo-4tb
SSD,Gigabyte Aorus Gen5 10000 2TB (AG510K2TB),11990000,https://gearvn.com/products/ssd-gigabyte-aorus-gen5-10000-2tb
SSD,Samsung 870 EVO 4TB Sata3,14990000,https://gearvn.com/products/ssd-samsung-870-evo-4tb-2-5-sata-iii
SSD,Samsung 870 QVO 8TB,20490000,https://gearvn.com/products/ssd-samsung-870-qvo-8tb
RAM,Ram Kingston Fury 1x8GB 3200 Beast,490000 đ,https://gearvn.com/products/8gb-ddr4-1x8g-3200-ram-kingston-fury-beast-black
RAM,Ram PNY XLR8 Low Profile 1x8GB 3200 DDR4,590000 đ,https://gearvn.com/products/ram-pny-xlr8-1x8gb-3200-ddr4-low-profile
RAM,RAM G.SKILL Ripjaws V 1x8GB 2800 DDR4 (F4-2800C17S-8GVR),590000 đ,https://gearvn.com/products/8g-ddr4-1x8g-2800-g-skill-ripjaws-v
RAM,Ram G.Skill Ripjaws V 1x8G 3600 (F4-3600C18S-8GVK),650000 đ,https://gearvn.com/products/ram-g-skill-ripjaws-v-1x8g-3600-f4-3600c18s-8gvk
RAM,Ram Corsair Vengeance LPX 8GB (1x8GB) 3200 (CMK8GX4M1E3200C16),650000 đ,https://gearvn.com/products/ram-corsair-vengeance-lpx-8gb-ddr4-3200mhz
RAM,Ram G.Skill Ripjaws V 1x8G 3200 (F4-3200C16S-8GVKB),650000 đ,https://gearvn.com/products/ram-ddr4-g-skill-ripjaws-v-1x8g-3200-f4-3200c16s-8gvkb
RAM,RAM PNY XLR8 1x8GB 3200MHz DDR4 LONGDIMM (MD8GD4320016XR),650000 đ,https://gearvn.com/products/ram-pny-xlr8-1x8gb-3200mhz-ddr4-longdimm-md8gd4320016xr
RAM,RAM Kingston Fury Beast Black 8GB 3200 DDR4 (KF432C16BB/8),750000 đ,https://gearvn.com/products/ram-kingston-fury-beast-black-8gb-3200-ddr4
RAM,Ram PNY XLR8 1x8GB 3200 RGB,790000 đ,https://gearvn.com/products/8gb-ddr4-1x8g-3200-ram-pny-xlr8-gaming
RAM,Ram PNY XLR8 Silver 1x8GB 3200 RGB,790000 đ,https://gearvn.com/products/ram-pny-xlr8-silver-1x8gb-3200-rgb
RAM,RAM Kingston Fury Beast 8GB 3200 DDR4 RGB (KF432C16BBA/8),850000 đ,https://gearvn.com/products/8gb-ddr4-1x8g-3200-ram-kingston-fury-beast
RAM,Ram V-Color Skywalker Plus 1x8GB 3600 RGB Silver DDR4,890000 đ,https://gearvn.com/products/ram-v-color-skywalker-plus-1x8-3600-rgb-silver-ddr4
RAM,Ram T-Group T-Force Delta 1x8GB 3600 RGB White,890000 đ,https://gearvn.com/products/ram-t-group-t-force-delta-1x8gb-3600-rgb-white
RAM,RAM Kingston Fury Beast 8GB 3600 DDR4 RGB SE (KF436C17BWA/8),890000 đ,https://gearvn.com/products/ram-kingston-fury-beast-8gb-3600-ddr4-rgb-se
RAM,RAM TeamGroup T-Force Vulcan Z Red 8GB 3200 DDR4 (TLZRD48G3200HC16F01),890000 đ,https://gearvn.com/products/ram-teamgroup-t-force-vulcan-z-red-8gb-3200-ddr4-tlzrd48g3200hc16f01
RAM,Ram Corsair Vengeance RS RGB 1x8GB 3200 (CMG8GX4M1E3200C16),890000 đ,https://gearvn.com/products/8gb-ddr4-1x8gb-3200-ram-corsair-vengeance-rs-rgb
RAM,RAM Kingston Fury Beast 1x8GB 3600 DDR4 RGB (KF436C17BB2A/8),890000 đ,https://gearvn.com/products/ram-kingston-fury-beast-1x8gb-3600-ddr4-rgb-kf436c17bb2a-8
RAM,Ram V-Color Skywalker Plus 1x8GB 3600 RGB Black DDR4,890000 đ,https://gearvn.com/products/ram-v-color-skywalker-plus-1x8-3600-rgb-black-ddr4
RAM,Ram T-Group T-Force Delta 1x8GB 3600 RGB Black,890000 đ,https://gearvn.com/products/ram-t-group-t-force-delta-1x8gb-3600-rgb-black
RAM,Ram V-Color Skywalker Plus 1x8GB 3600 RGB White DDR4,890000 đ,https://gearvn.com/products/ram-v-color-skywalker-plus-1x8gb-3600-rgb-white-ddr4
RAM,Ram PNY XLR8 Silver 1x8GB 3600 RGB,890000 đ,https://gearvn.com/products/ram-pny-xlr8-silver-1-x-8gb-3600-rgb
RAM,RAM Kingston Fury Beast 1x8GB 3600 DDR4 RGB  (KF436C17BBA/8),950000 đ,https://gearvn.com/products/ram-kingston-fury-beast-1x8gb-3600-ddr4-rgb
RAM,Ram Corsair Vengeance RS RGB 1x8GB 3600 (CMG8GX4M1D3600C18),990000 đ,https://gearvn.com/products/ram-corsair-vengeance-rs-rgb-1x8gb-3600-cmg8gx4m1d3600c18
RAM,Ram G.Skill Trident Z 1x8GB RGB 3200 (F4-3200C16S-8GTZR),990000 đ,https://gearvn.com/products/ram-g-skill-trident-z-1x8gb-rgb-3200-f4-3200c16s-8gtzr
RAM,Ram T-Group T-Force Delta 1x8GB 3200 RGB Black,990000 đ,https://gearvn.com/products/8gb-ddr4-1x8gb-3200-ram-teamgroup-t-force-delta-rgb-black
RAM,Ram T-Group T-Force Delta 1x8GB 3200 RGB White,990000 đ,https://gearvn.com/products/8gb-ddr4-1x8gb-3200-ram-teamgroup-t-force-delta-rgb-white
RAM,Ram Patriot SLP 8GB (1x8GB) 3200 (PSP48G320081H1),1190000 đ,https://gearvn.com/products/ram-patriot-signature-premium-8gb-ddr4-3200
RAM,Ram Kingston HyperX Predator RGB 8GB 3200 (HX432C16PB3A/8),1190000 đ,https://gearvn.com/products/8gb-ddr4-1x8g-3200-hyperx-predator-rgb
RAM,Ram V-Color Skywalker Plus 1x16GB 3600 RGB Silver DDR4 (TL416G36S818CSPSWS),1190000 đ,https://gearvn.com/products/ram-v-color-skywalker-plus-16gb-3600-rgb-silver-ddr4
RAM,Ram T-Group T-Force Delta 1x16GB 3600 RGB Black,1190000 đ,https://gearvn.com/products/ram-t-group-t-force-delta-1x16gb-3600-rgb-black
RAM,Ram T-Group T-Force Delta 1x16GB 3600 RGB White,1190000 đ,https://gearvn.com/products/ram-t-group-t-force-delta-1x16gb-3600-rgb-white
RAM,Ram V-Color Skywalker Plus 1x16GB 3600 RGB Black DDR4 (TL416G36S818CSPKWS),1290000 đ,https://gearvn.com/products/ram-v-color-skywalker-plus-1x16gb-3600-rgb-black-ddr4-tl416g36s818cspkws
